gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
Hoxd4	87.8542599684923	-1.66273550033204	0.197399269443392	-8.42320999981648	3.66307050383275e-17	3.24181739589199e-14
Kdm2b	63.9180102934875	1.18524431588397	0.167549986053823	7.07397442279242	1.50558048110478e-12	6.66219362888865e-10
Homez	45.23113467979	-1.33757466374519	0.19228956142881	-6.9560440712763	3.49960425062861e-12	1.03238325393544e-09
Hes5	74.774911605629	-1.07074281971703	0.15866185322039	-6.74858384661438	1.49295116879756e-11	3.3031544609646e-09
Nobox	68.3955594009187	1.05531021084185	0.161857271996603	6.52000492671093	7.03050822123184e-11	1.24439995515804e-08
Hesx1	61.6167846762375	1.0170442839563	0.163275778675076	6.22899668407188	4.694317250401e-10	6.92411794434148e-08
Pax2	47.0900748678319	1.04813754550867	0.179716419642325	5.83217464266588	5.47096119243484e-09	6.9168580790069e-07
Sp100	94.1321966958985	-1.25516180337492	0.22043918724792	-5.6939141313531	1.24159545072869e-08	1.37351496736862e-06
Shox2	78.0038168543028	0.856755227073245	0.158161872040372	5.41695173445187	6.06236971929358e-08	5.96133022397202e-06
Msx2	67.0755185880825	0.849887805519622	0.157868704660176	5.38351035025635	7.30470450944577e-08	6.46466349085951e-06
Irx3	51.3893736381493	-0.919414272426275	0.172300854193533	-5.33609816811218	9.49679985909234e-08	7.64060715936065e-06
Hoxb1	39.2910682637942	1.03402332937033	0.19676123726628	5.25521867892592	1.47848690736532e-07	1.00650839462947e-05
Meox2	39.2910682637942	1.03402332937033	0.19676123726628	5.25521867892592	1.47848690736532e-07	1.00650839462947e-05
Pax4	47.3157686316656	0.923839375827956	0.177601242993711	5.20176188102843	1.97408053414977e-07	1.24790090908753e-05
Dpf3	57.0892597033121	-0.857250862702275	0.166085487614809	-5.16150372325389	2.44974017668698e-07	1.44534670424532e-05
Klf9	58.9568094192586	0.840837211421245	0.164018521278027	5.12647721043616	2.95213771919573e-07	1.63290117593014e-05
Hey1	79.705897923984	-0.801591629154871	0.158588775543883	-5.05452940415107	4.31453285791774e-07	2.24609504662188e-05
Hoxd1	58.4453127071408	0.808140262740191	0.16255298202007	4.97154990758898	6.64197610154786e-07	3.09376255256308e-05
