gene	AtoB_rep1	AtoB_rep2	AtoB_rep3	AtoB_rep4	BtoA_rep1	BtoA_rep2	BtoA_rep3	BtoA_rep4
Ctcf	61.6034468245627	56.6710286731991	63.8905189870914	58.5133100174943	85.939066439448	93.0279901905432	91.1899741046925	94.2507684411193
ENSMUSG00000098546	67.6628022499295	80.1211095034884	66.839312171111	75.7795326456074	59.7381315493724	64.7151236108127	56.1169071413492	62.1654004611638
Ebf1	53.5243062574069	49.8314217643647	50.1294841283332	51.7986678843392	58.6900941537693	60.6704283851369	58.1210823963974	61.1627327117902
Ebf2	53.5243062574069	49.8314217643647	50.1294841283332	51.7986678843392	58.6900941537693	60.6704283851369	58.1210823963974	61.1627327117902
Ebf3	53.5243062574069	49.8314217643647	50.1294841283332	51.7986678843392	58.6900941537693	60.6704283851369	58.1210823963974	61.1627327117902
Ebf4	53.5243062574069	49.8314217643647	50.1294841283332	51.7986678843392	58.6900941537693	60.6704283851369	58.1210823963974	61.1627327117902
Egr1	94.9299016640801	106.502450437564	87.4808644592482	104.556570359129	80.6988794614329	88.9832949648674	76.1586596918311	89.2374296942512
Egr4	75.7419428170852	85.0065430097987	69.7881053551306	84.4126439596639	79.6508420658298	91.0056425777053	78.1628349468792	89.2374296942512
Figla	52.5144136865124	52.7626818681509	51.1124151896731	53.7171370652407	53.4499071757542	53.5922117402042	54.112731886301	52.1387229674277
Foxi1	140.375067354331	167.081825915811	127.781037974183	168.825287919328	129.956637054775	154.709592382099	124.258865812988	162.432175398525
Glis1	64.6331245372461	72.304415893392	67.8222432324509	71.9425942838045	56.5940193625633	55.6145593530421	53.1106442587769	54.1440584661749
Klf16	98.969471947658	116.273317450184	94.3613818886273	117.985854625439	103.755702164699	122.352030576693	101.210850379933	126.336136421075
Klf6	79.7815131006631	88.9148898148469	74.7027606618299	88.2495823214668	78.6028046702268	86.9609473520295	75.156572064307	87.232094195504
Maz	64.6331245372461	69.3731557896058	60.9417258030718	68.1056559220016	67.0743933185935	71.7933402557453	64.1336081615419	71.1894102055263
Mesp1	47.4649508320401	50.8085084656268	49.1465530669934	51.7986678843392	42.969533219724	40.4469522567579	42.0876803560119	38.1013744761972
Mesp2	47.4649508320401	50.8085084656268	49.1465530669934	51.7986678843392	42.969533219724	40.4469522567579	42.0876803560119	38.1013744761972
Mxd1	61.6034468245627	78.1669361009643	62.9075879257515	75.7795326456074	62.8822437361814	68.7598188364885	62.1294329064938	67.1787392080318
Mxi1	61.6034468245627	78.1669361009643	62.9075879257515	75.7795326456074	62.8822437361814	68.7598188364885	62.1294329064938	67.1787392080318
Nfix	56.5539839700903	88.9148898148469	68.8051742937907	94.0049898641712	59.7381315493724	81.9050783199348	67.1398710441142	81.2160876992623
Nr3c1	44.4352731193567	42.9918148555304	44.231897760294	46.0432603416349	46.1136454065331	46.5139950952716	47.0981184936324	47.1253842205596
Nrf1	80.7914056715576	85.0065430097987	74.7027606618299	84.4126439596639	93.2753282086691	126.396725802368	99.2066751248852	123.328133172954
Pax1	49.484735973829	50.8085084656268	48.1636220056535	50.8394332938885	60.7861689449754	63.7039498043937	62.1294329064938	64.170735959911
Pax9	47.4649508320401	47.8772483618406	46.1977598829738	50.8394332938885	64.9783185273875	67.7486450300695	66.1377834165901	69.184074706779
Pgr	42.4154879775677	41.0376414530063	43.2489666989542	43.1655565702827	48.2097201977391	46.5139950952716	48.1002061211565	47.1253842205596
Plagl1	65.6430171081405	64.4877222832955	59.9587947417319	62.3502483792972	59.7381315493724	57.63690696588	55.1148195138251	54.1440584661749
Plagl2	70.6924799626129	69.3731557896058	64.8734500484313	70.9833596933537	56.5940193625633	54.6033855466232	52.1085566312528	54.1440584661749
Prdm5	56.5539839700903	57.6481153744612	52.095346251013	54.6763716556914	53.4499071757542	55.6145593530421	53.1106442587769	56.1493939649221
Prdm9	49.484735973829	44.9459882580545	47.1806909443136	45.0840257511841	52.4018697801512	48.5363427081095	51.1064690037287	49.1307197193069
Rreb1	56.5539839700903	58.6252020757232	54.0612083736927	58.5133100174943	54.4979445713573	56.6257331594611	53.1106442587769	55.1467262155485
Smad9	51.504521115618	51.7855951668888	50.1294841283332	50.8394332938885	51.3538323845482	51.5698641273663	50.1043813762046	50.1333874686805
Sp1	100.989257089447	120.181664255233	95.3443129499671	119.904323806341	110.043926538318	130.441421028044	106.221288517554	134.357478416064
Sp3	81.801298242452	90.869063217371	76.6686227845097	89.2088169119175	79.6508420658298	87.9721211584485	76.1586596918311	87.232094195504
Tcf3	52.5144136865124	50.8085084656268	51.1124151896731	50.8394332938885	46.1136454065331	44.4916474824337	46.0960308661083	43.1147132230652
Tcfcp2l1	55.5440913991958	50.8085084656268	51.1124151896731	49.8801987034378	54.4979445713573	54.6033855466232	52.1085566312528	54.1440584661749
Tfap2a	61.6034468245627	60.5793754782473	57.9929326190522	58.5133100174943	63.9302811317845	63.7039498043937	61.1273452789697	64.170735959911
Tfap2c	68.6726948208239	73.281502594654	64.8734500484313	70.024125102903	64.9783185273875	65.7262974172316	62.1294329064938	65.1734037092846
Tfap2d	61.6034468245627	60.5793754782473	57.9929326190522	58.5133100174943	63.9302811317845	63.7039498043937	61.1273452789697	64.170735959911
Vezf1	67.6628022499295	80.1211095034884	66.839312171111	75.7795326456074	59.7381315493724	64.7151236108127	56.1169071413492	62.1654004611638
Wt1	68.6726948208239	74.2585892959161	64.8734500484313	71.9425942838045	70.2185055054026	74.8268616750021	66.1377834165901	73.1947457042735
Zbtb1	52.5144136865124	53.739768569413	56.0270704963724	48.920964112987	52.4018697801512	49.5475165145285	51.1064690037287	48.1280519699332
Zbtb6	59.5836616827737	58.6252020757232	54.0612083736927	54.6763716556914	60.7861689449754	60.6704283851369	57.1189947688733	61.1627327117902
Zfp212	49.484735973829	47.8772483618406	47.1806909443136	47.0024949320856	51.3538323845482	51.5698641273663	51.1064690037287	51.1360552180541
Zfp263	47.4649508320401	51.7855951668888	46.1977598829738	50.8394332938885	53.4499071757542	55.6145593530421	53.1106442587769	55.1467262155485
Zfp281	71.7023725335073	77.1898493997022	66.839312171111	75.7795326456074	74.4106550878147	82.9162521263537	71.1482215542106	83.2214231980096
Zfp296	40.3957028357788	36.152207946696	40.3001735149346	38.369383618029	41.921495824121	40.4469522567579	42.0876803560119	40.1067099749444
Zfp341	68.6726948208239	73.281502594654	64.8734500484313	70.024125102903	67.0743933185935	69.7709926429074	64.1336081615419	68.1814069574054
Zfp383	65.6430171081405	70.3502424908679	61.9246568644117	67.1464213315508	66.0263559229905	68.7598188364885	63.1315205340178	67.1787392080318
Zfp398	56.5539839700903	58.6252020757232	55.0441394350326	56.5948408365928	57.6420567581663	60.6704283851369	56.1169071413492	60.1600649624166
Zfp467	63.6232319663516	69.3731557896058	60.9417258030718	67.1464213315508	64.9783185273875	69.7709926429074	62.1294329064938	68.1814069574054
Zfp513	51.504521115618	52.7626818681509	48.1636220056535	50.8394332938885	51.3538323845482	54.6033855466232	51.1064690037287	53.1413907168013
Zfp566	70.6924799626129	76.2127626984402	65.8563811097711	70.9833596933537	66.0263559229905	66.7374712236506	61.1273452789697	64.170735959911
Zfp580	58.5737691118792	63.5106355820335	57.0100015577123	61.3910137888465	58.6900941537693	61.6816021915558	56.1169071413492	59.1573972130429
Zfp691	43.4253805484622	42.0147281542683	41.2831045762744	43.1655565702827	50.3057949889452	51.5698641273663	51.1064690037287	50.1333874686805
Zic1	60.5935542536682	58.6252020757232	55.0441394350326	57.5540754270436	59.7381315493724	60.6704283851369	57.1189947688733	60.1600649624166
Zic3	57.5638765409848	56.6710286731991	52.095346251013	56.5948408365928	59.7381315493724	60.6704283851369	56.1169071413492	60.1600649624166
Zic4	69.6825873917184	71.3273291921299	66.839312171111	67.1464213315508	64.9783185273875	65.7262974172316	61.1273452789697	65.1734037092846
Cic	47.4649508320401	42.9918148555304	44.231897760294	43.1655565702827	42.969533219724	40.4469522567579	42.0876803560119	42.1120454736916
Gli1	45.4451656902511	42.0147281542683	44.231897760294	42.2063219798319	51.3538323845482	51.5698641273663	50.1043813762046	52.1387229674277
Gli2	47.4649508320401	44.9459882580545	45.2148288216339	43.1655565702827	46.1136454065331	46.5139950952716	46.0960308661083	45.1200487218124
Gli3	46.4550582611456	42.9918148555304	43.2489666989542	42.2063219798319	54.4979445713573	55.6145593530421	53.1106442587769	56.1493939649221
Insm1	55.5440913991958	57.6481153744612	53.0782773123528	58.5133100174943	62.8822437361814	65.7262974172316	61.1273452789697	64.170735959911
Klf1	111.088182798392	135.815051475425	109.105347808725	144.84442315806	104.803739560302	127.407899608787	103.215025634982	134.357478416064
Klf13	112.098075369286	130.929617969115	110.088278870065	139.089015615355	113.188038725127	133.474942447301	111.231726655174	139.370817162932
Klf14	112.098075369286	136.792138176688	108.122416747385	140.048250205806	116.332150911936	137.519637672977	113.235901910222	143.381488160426
Klf2	101.999149660341	124.090011060281	99.2760371953266	126.618965939496	102.707664769096	121.340856770274	99.2066751248852	126.336136421075
Klf4	101.999149660341	123.112924359019	99.2760371953266	127.578200529947	106.899814351508	128.419073415206	104.217113262506	133.35481066669
Klf8	119.167323365547	153.402612098142	117.951727360784	157.314472833919	112.140001329524	136.508463866558	110.22963902765	142.378820411053
Kmt2a	49.484735973829	67.4189823870817	56.0270704963724	62.3502483792972	92.2272908130661	101.117380641895	91.1899741046925	100.266774937361
Nfib	52.5144136865124	51.7855951668888	49.1465530669934	49.8801987034378	49.2577575933421	50.5586903209474	48.1002061211565	48.1280519699332
Pax5	57.5638765409848	56.6710286731991	53.0782773123528	52.7579024747899	66.0263559229905	68.7598188364885	63.1315205340178	67.1787392080318
Plag1	63.6232319663516	66.4418956858196	57.9929326190522	63.3094829697479	59.7381315493724	61.6816021915558	58.1210823963974	60.1600649624166
Sox12	54.5341988283014	52.7626818681509	57.9929326190522	59.472544607945	50.3057949889452	47.5251689016906	52.1085566312528	48.1280519699332
Sp6	114.117860511075	142.65465838426	110.088278870065	145.80365774851	107.947851747111	128.419073415206	105.21920089003	133.35481066669
Trp53	41.4055954066733	37.129294647958	41.2831045762744	39.3286182084798	44.017570615327	45.5028212888527	43.089767983536	43.1147132230652
Zfp13	49.484735973829	48.8543350631027	48.1636220056535	47.0024949320856	53.4499071757542	52.5810379337853	53.1106442587769	52.1387229674277
Zfp423	45.4451656902511	46.9001616605786	49.1465530669934	47.9617295225363	59.7381315493724	60.6704283851369	58.1210823963974	60.1600649624166
Zscan4b	44.4352731193567	40.0605547517442	44.231897760294	43.1655565702827	40.8734584285179	38.42460464392	42.0876803560119	40.1067099749444
Zscan4c	44.4352731193567	40.0605547517442	44.231897760294	43.1655565702827	40.8734584285179	38.42460464392	42.0876803560119	40.1067099749444
Zscan4d	44.4352731193567	40.0605547517442	44.231897760294	43.1655565702827	40.8734584285179	38.42460464392	42.0876803560119	40.1067099749444
Zscan4f	44.4352731193567	40.0605547517442	44.231897760294	43.1655565702827	40.8734584285179	38.42460464392	42.0876803560119	40.1067099749444
Gata1	41.4055954066733	43.9689015567924	42.2660356376143	42.2063219798319	47.1616828021361	43.4804736760148	47.0981184936324	43.1147132230652
Gata2	47.4649508320401	46.9001616605786	47.1806909443136	47.0024949320856	50.3057949889452	47.5251689016906	49.1022937486806	47.1253842205596
Gata6	40.3957028357788	37.129294647958	40.3001735149346	37.4101490275783	53.4499071757542	49.5475165145285	51.1064690037287	49.1307197193069
Gcm1	39.3858102648843	49.8314217643647	44.231897760294	40.2878527989305	58.6900941537693	56.6257331594611	56.1169071413492	57.1520617142957
Gcm2	44.4352731193567	51.7855951668888	47.1806909443136	44.1247911607334	51.3538323845482	48.5363427081095	48.1002061211565	47.1253842205596
Gfi1b	52.5144136865124	56.6710286731991	57.9929326190522	58.5133100174943	59.7381315493724	61.6816021915558	59.1231700239215	63.1680682105374
Hic1	39.3858102648843	38.1063813492201	39.3172424535947	42.2063219798319	47.1616828021361	45.5028212888527	47.0981184936324	44.1173809724388
Hic2	40.3957028357788	42.0147281542683	43.2489666989542	44.1247911607334	46.1136454065331	45.5028212888527	46.0960308661083	44.1173809724388
Mafa	46.4550582611456	41.0376414530063	40.3001735149346	40.2878527989305	45.06560801093	41.4581260631769	43.089767983536	42.1120454736916
Nr1h4	58.5737691118792	58.6252020757232	54.0612083736927	57.5540754270436	57.6420567581663	58.648080772299	56.1169071413492	57.1520617142957
Prdm14	51.504521115618	44.9459882580545	47.1806909443136	46.0432603416349	49.2577575933421	48.5363427081095	49.1022937486806	48.1280519699332
Tal1	36.3561325522009	34.1980345441719	37.351380330915	36.4509144371276	50.3057949889452	44.4916474824337	47.0981184936324	44.1173809724388
Zbtb48	47.4649508320401	44.9459882580545	47.1806909443136	48.920964112987	44.017570615327	44.4916474824337	45.0939432385842	45.1200487218124
Ets2	52.5144136865124	52.7626818681509	52.095346251013	52.7579024747899	55.5459819669603	58.648080772299	56.1169071413492	56.1493939649221
Ferd3l	67.6628022499295	73.281502594654	64.8734500484313	74.8202980551566	53.4499071757542	52.5810379337853	52.1085566312528	52.1387229674277
Irf1	59.5836616827737	61.5564621795094	61.9246568644117	62.3502483792972	59.7381315493724	60.6704283851369	61.1273452789697	60.1600649624166
Irf2	54.5341988283014	52.7626818681509	56.0270704963724	56.5948408365928	51.3538323845482	52.5810379337853	54.112731886301	53.1413907168013
Irf7	54.5341988283014	50.8085084656268	53.0782773123528	53.7171370652407	55.5459819669603	56.6257331594611	56.1169071413492	55.1467262155485
Meis1	63.6232319663516	64.4877222832955	59.9587947417319	60.4317791983957	59.7381315493724	59.6592545787179	57.1189947688733	59.1573972130429
Myf5	51.504521115618	53.739768569413	51.1124151896731	53.7171370652407	47.1616828021361	46.5139950952716	47.0981184936324	46.122716471186
Myf6	45.4451656902511	46.9001616605786	47.1806909443136	49.8801987034378	44.017570615327	41.4581260631769	43.089767983536	41.109377724318
Mzf1	51.504521115618	48.8543350631027	50.1294841283332	47.9617295225363	42.969533219724	39.435778450339	44.0918556110601	39.1040422255708
Nr1d2	47.4649508320401	45.9230749593165	45.2148288216339	44.1247911607334	48.2097201977391	47.5251689016906	48.1002061211565	46.122716471186
Nr4a1	53.5243062574069	53.739768569413	54.0612083736927	55.6356062461421	48.2097201977391	50.5586903209474	51.1064690037287	49.1307197193069
Nr4a2	56.5539839700903	54.716855270675	58.9758636803921	53.7171370652407	53.4499071757542	54.6033855466232	54.112731886301	54.1440584661749
Nr4a3	56.5539839700903	54.716855270675	58.9758636803921	53.7171370652407	53.4499071757542	54.6033855466232	54.112731886301	54.1440584661749
Pou5f1	58.5737691118792	56.6710286731991	58.9758636803921	54.6763716556914	48.2097201977391	41.4581260631769	49.1022937486806	42.1120454736916
Rela	53.5243062574069	50.8085084656268	52.095346251013	53.7171370652407	48.2097201977391	46.5139950952716	50.1043813762046	45.1200487218124
Runx1	47.4649508320401	44.9459882580545	47.1806909443136	46.0432603416349	50.3057949889452	50.5586903209474	52.1085566312528	50.1333874686805
Snai1	54.5341988283014	59.6022887769853	58.9758636803921	60.4317791983957	47.1616828021361	45.5028212888527	47.0981184936324	46.122716471186
Tbx20	57.5638765409848	58.6252020757232	55.0441394350326	57.5540754270436	52.4018697801512	49.5475165145285	53.1106442587769	51.1360552180541
Twist1	66.652909679035	68.3960690883438	64.8734500484313	70.9833596933537	41.921495824121	37.4134308375011	44.0918556110601	38.1013744761972
Zbtb18	47.4649508320401	47.8772483618406	50.1294841283332	48.920964112987	42.969533219724	40.4469522567579	43.089767983536	41.109377724318
Zfp143	56.5539839700903	51.7855951668888	51.1124151896731	53.7171370652407	73.3626176922117	89.9944687712864	73.1523968092588	92.245432942372
Zfp524	44.4352731193567	42.9918148555304	43.2489666989542	42.2063219798319	45.06560801093	41.4581260631769	43.089767983536	40.1067099749444
Zfp770	55.5440913991958	54.716855270675	51.1124151896731	52.7579024747899	57.6420567581663	56.6257331594611	55.1148195138251	56.1493939649221
Zkscan5	47.4649508320401	46.9001616605786	48.1636220056535	47.9617295225363	63.9302811317845	75.8380354814211	63.1315205340178	76.2027489523943
Zscan10	70.6924799626129	76.2127626984402	66.839312171111	75.7795326456074	53.4499071757542	52.5810379337853	52.1085566312528	49.1307197193069
E2f2	104.01893480213	118.227490852708	97.3101750726469	116.067385444538	81.7469168570359	89.9944687712864	81.1690978294515	90.2400974436248
E2f3	98.969471947658	110.410797242612	92.3955197659475	109.352743311383	77.5547672746238	87.9721211584485	78.1628349468792	88.2347619448776
Egr2	92.9101165222912	101.617016931254	84.5320712752286	100.719631997326	85.939066439448	101.117380641895	84.1753607120238	102.272110436108
Egr3	94.9299016640801	110.410797242612	86.4979333979083	110.311977901834	83.8429916482419	97.072685416219	81.1690978294515	98.2614394386137
Hes6	52.5144136865124	55.6939419719371	52.095346251013	54.6763716556914	55.5459819669603	60.6704283851369	55.1148195138251	62.1654004611638
Irx1	36.3561325522009	33.2209478429098	38.3343113922548	37.4101490275783	35.6332714505028	30.3352141925684	37.0772422183914	29.0773647318347
Irx2	41.4055954066733	42.0147281542683	40.3001735149346	40.2878527989305	35.6332714505028	30.3352141925684	34.0709793358192	29.0773647318347
Lyl1	50.4946285447235	50.8085084656268	49.1465530669934	50.8394332938885	50.3057949889452	48.5363427081095	49.1022937486806	48.1280519699332
Mbd2	70.6924799626129	73.281502594654	64.8734500484313	69.0648905124523	63.9302811317845	64.7151236108127	61.1273452789697	63.1680682105374
Mbtps2	63.6232319663516	62.5335488807714	62.9075879257515	65.2279521506494	67.0743933185935	71.7933402557453	66.1377834165901	72.1920779548999
Myc	54.5341988283014	55.6939419719371	52.095346251013	52.7579024747899	61.8342063405784	64.7151236108127	60.1252576514456	63.1680682105374
Myod1	49.484735973829	51.7855951668888	48.1636220056535	51.7986678843392	49.2577575933421	48.5363427081095	48.1002061211565	47.1253842205596
Myog	43.4253805484622	43.9689015567924	43.2489666989542	44.1247911607334	52.4018697801512	52.5810379337853	51.1064690037287	50.1333874686805
Nfatc1	45.4451656902511	44.9459882580545	48.1636220056535	45.0840257511841	50.3057949889452	49.5475165145285	52.1085566312528	50.1333874686805
Nfic	54.5341988283014	53.739768569413	53.0782773123528	50.8394332938885	50.3057949889452	52.5810379337853	52.1085566312528	51.1360552180541
Nfkb1	58.5737691118792	60.5793754782473	57.0100015577123	63.3094829697479	53.4499071757542	53.5922117402042	53.1106442587769	52.1387229674277
Nfkb2	63.6232319663516	68.3960690883438	62.9075879257515	72.9018288742552	49.2577575933421	47.5251689016906	48.1002061211565	47.1253842205596
Nhlh1	60.5935542536682	60.5793754782473	57.9929326190522	59.472544607945	57.6420567581663	55.6145593530421	55.1148195138251	54.1440584661749
Pknox1	57.5638765409848	59.6022887769853	56.0270704963724	58.5133100174943	52.4018697801512	50.5586903209474	50.1043813762046	51.1360552180541
Prdm11	41.4055954066733	47.8772483618406	43.2489666989542	42.2063219798319	55.5459819669603	61.6816021915558	60.1252576514456	62.1654004611638
Relb	55.5440913991958	50.8085084656268	52.095346251013	53.7171370652407	54.4979445713573	52.5810379337853	55.1148195138251	52.1387229674277
Scrt1	55.5440913991958	63.5106355820335	57.0100015577123	64.2687175601987	51.3538323845482	53.5922117402042	55.1148195138251	53.1413907168013
Scrt2	57.5638765409848	62.5335488807714	58.9758636803921	63.3094829697479	52.4018697801512	54.6033855466232	54.112731886301	54.1440584661749
Smad1	72.7122651044018	71.3273291921299	65.8563811097711	64.2687175601987	64.9783185273875	65.7262974172316	61.1273452789697	63.1680682105374
Smad5	72.7122651044018	71.3273291921299	65.8563811097711	64.2687175601987	64.9783185273875	65.7262974172316	61.1273452789697	63.1680682105374
Sox6	48.4748434029345	46.9001616605786	51.1124151896731	47.0024949320856	46.1136454065331	41.4581260631769	47.0981184936324	41.109377724318
Stat2	55.5440913991958	54.716855270675	56.0270704963724	54.6763716556914	59.7381315493724	59.6592545787179	60.1252576514456	60.1600649624166
Tal2	50.4946285447235	50.8085084656268	49.1465530669934	50.8394332938885	50.3057949889452	48.5363427081095	49.1022937486806	48.1280519699332
Tgif1	56.5539839700903	60.5793754782473	57.9929326190522	60.4317791983957	46.1136454065331	43.4804736760148	46.0960308661083	44.1173809724388
Tgif2	50.4946285447235	52.7626818681509	53.0782773123528	50.8394332938885	48.2097201977391	46.5139950952716	48.1002061211565	48.1280519699332
Yy1	63.6232319663516	62.5335488807714	62.9075879257515	65.2279521506494	67.0743933185935	71.7933402557453	66.1377834165901	72.1920779548999
Yy2	63.6232319663516	62.5335488807714	62.9075879257515	65.2279521506494	67.0743933185935	71.7933402557453	66.1377834165901	72.1920779548999
Zbtb14	64.6331245372461	65.4648089845576	61.9246568644117	60.4317791983957	68.1224307141966	75.8380354814211	68.1419586716383	74.1974134536471
Zfp189	66.652909679035	69.3731557896058	62.9075879257515	67.1464213315508	58.6900941537693	61.6816021915558	57.1189947688733	60.1600649624166
Zfp335	63.6232319663516	66.4418956858196	61.9246568644117	67.1464213315508	58.6900941537693	59.6592545787179	58.1210823963974	59.1573972130429
Zfp42	46.4550582611456	42.0147281542683	49.1465530669934	44.1247911607334	66.0263559229905	70.7821664493264	65.135695789066	69.184074706779
Zfp46	62.6133393954571	61.5564621795094	58.9758636803921	61.3910137888465	54.4979445713573	55.6145593530421	54.112731886301	55.1467262155485
Zfp647	61.6034468245627	74.2585892959161	62.9075879257515	70.024125102903	85.939066439448	102.128554448314	87.1816235945961	107.285449182976
Zic2	59.5836616827737	60.5793754782473	54.0612083736927	56.5948408365928	61.8342063405784	63.7039498043937	59.1231700239215	63.1680682105374
Bbx	47.4649508320401	49.8314217643647	49.1465530669934	47.9617295225363	52.4018697801512	51.5698641273663	52.1085566312528	52.1387229674277
Cux2	53.5243062574069	50.8085084656268	56.0270704963724	52.7579024747899	52.4018697801512	46.5139950952716	54.112731886301	48.1280519699332
Etv2	49.484735973829	51.7855951668888	49.1465530669934	49.8801987034378	55.5459819669603	60.6704283851369	55.1148195138251	60.1600649624166
Irx4	46.4550582611456	46.9001616605786	57.9929326190522	49.8801987034378	41.921495824121	42.4692998695958	47.0981184936324	40.1067099749444
Nr1h2	45.4451656902511	41.0376414530063	46.1977598829738	42.2063219798319	38.7773836373119	34.3799094182442	38.0793298459155	35.0933712280763
Nr3c2	44.4352731193567	45.9230749593165	47.1806909443136	45.0840257511841	47.1616828021361	41.4581260631769	47.0981184936324	42.1120454736916
Pbx2	53.5243062574069	55.6939419719371	56.0270704963724	52.7579024747899	62.8822437361814	68.7598188364885	64.1336081615419	73.1947457042735
Rbak	59.5836616827737	64.4877222832955	57.9929326190522	62.3502483792972	60.7861689449754	64.7151236108127	59.1231700239215	64.170735959911
Spdef	53.5243062574069	57.6481153744612	46.1977598829738	54.6763716556914	75.4586924834177	92.0168163841243	73.1523968092588	91.2427651929984
Spib	49.484735973829	49.8314217643647	48.1636220056535	51.7986678843392	57.6420567581663	62.6927759979748	57.1189947688733	62.1654004611638
Stat1	53.5243062574069	52.7626818681509	55.0441394350326	53.7171370652407	57.6420567581663	57.63690696588	58.1210823963974	57.1520617142957
Tead4	51.504521115618	48.8543350631027	51.1124151896731	46.0432603416349	49.2577575933421	49.5475165145285	50.1043813762046	51.1360552180541
Zbtb3	40.3957028357788	33.2209478429098	41.2831045762744	34.5324452562261	52.4018697801512	53.5922117402042	53.1106442587769	54.1440584661749
Zbtb32	51.504521115618	51.7855951668888	52.095346251013	45.0840257511841	56.5940193625633	52.5810379337853	58.1210823963974	52.1387229674277
Zfp146	31.3066696977286	24.4271675315513	32.4367250242156	26.8585685326203	51.3538323845482	46.5139950952716	51.1064690037287	47.1253842205596
Zfp260	62.6133393954571	67.4189823870817	59.9587947417319	65.2279521506494	57.6420567581663	58.648080772299	55.1148195138251	57.1520617142957
Zfp287	57.5638765409848	57.6481153744612	59.9587947417319	57.5540754270436	54.4979445713573	52.5810379337853	56.1169071413492	52.1387229674277
Zfp382	45.4451656902511	43.9689015567924	43.2489666989542	44.1247911607334	49.2577575933421	45.5028212888527	50.1043813762046	47.1253842205596
Zfp449	70.6924799626129	80.1211095034884	62.9075879257515	72.9018288742552	64.9783185273875	67.7486450300695	65.135695789066	66.1760714586582
AC1689771	54.5341988283014	52.7626818681509	53.0782773123528	51.7986678843392	56.5940193625633	56.6257331594611	54.112731886301	56.1493939649221
Bcl11b	56.5539839700903	58.6252020757232	57.9929326190522	61.3910137888465	46.1136454065331	48.5363427081095	49.1022937486806	48.1280519699332
Crx	50.4946285447235	49.8314217643647	52.095346251013	49.8801987034378	51.3538323845482	50.5586903209474	49.1022937486806	52.1387229674277
Foxl2	52.5144136865124	52.7626818681509	55.0441394350326	53.7171370652407	51.3538323845482	47.5251689016906	52.1085566312528	47.1253842205596
Foxn3	52.5144136865124	51.7855951668888	55.0441394350326	52.7579024747899	48.2097201977391	46.5139950952716	49.1022937486806	45.1200487218124
Hoxb4	40.3957028357788	32.2438611416478	40.3001735149346	33.5732106657754	39.8254210329149	33.3687356118253	39.0814174734396	33.0880357293291
Hoxb6	41.4055954066733	36.152207946696	42.2660356376143	39.3286182084798	44.017570615327	40.4469522567579	43.089767983536	39.1040422255708
Ikzf3	55.5440913991958	59.6022887769853	53.0782773123528	56.5948408365928	58.6900941537693	60.6704283851369	57.1189947688733	60.1600649624166
Isl1	40.3957028357788	39.0834680504821	43.2489666989542	36.4509144371276	41.921495824121	35.3910832246632	40.0835051009637	35.0933712280763
Lin54	71.7023725335073	74.2585892959161	72.7368985391502	64.2687175601987	58.6900941537693	59.6592545787179	62.1294329064938	58.1547294636693
Nr1h3	40.3957028357788	42.9918148555304	44.231897760294	43.1655565702827	45.06560801093	42.4692998695958	44.0918556110601	40.1067099749444
Nr2e1	57.5638765409848	53.739768569413	55.0441394350326	56.5948408365928	47.1616828021361	45.5028212888527	49.1022937486806	44.1173809724388
Olig2	46.4550582611456	45.9230749593165	45.2148288216339	46.0432603416349	45.06560801093	43.4804736760148	45.0939432385842	42.1120454736916
Smad3	46.4550582611456	42.9918148555304	46.1977598829738	42.2063219798319	42.969533219724	42.4692998695958	42.0876803560119	41.109377724318
Sohlh2	55.5440913991958	52.7626818681509	53.0782773123528	48.920964112987	58.6900941537693	59.6592545787179	56.1169071413492	56.1493939649221
Sp110	54.5341988283014	52.7626818681509	53.0782773123528	51.7986678843392	56.5940193625633	56.6257331594611	54.112731886301	56.1493939649221
Taf1	62.6133393954571	68.3960690883438	60.9417258030718	66.1871867411001	63.9302811317845	66.7374712236506	62.1294329064938	66.1760714586582
Zfp3	59.5836616827737	59.6022887769853	54.0612083736927	55.6356062461421	56.5940193625633	62.6927759979748	58.1210823963974	62.1654004611638
Zfp771	39.3858102648843	38.1063813492201	41.2831045762744	44.1247911607334	57.6420567581663	61.6816021915558	58.1210823963974	59.1573972130429
